created_at,favorite_count,full_text,user
Tue May 07 14:01:40 +0000 2024,0,"RT @NL_ANTIFA: A Homophobic Shock Jock with Ties to Extremists🧵

1. Dean Blundell has a long history with homophobia. No one should be surp…",monicasweet2006
Tue May 07 14:01:31 +0000 2024,0,"RT @brandy_withawhy: A reminder, Blundell has always been awful.
#Grifter #Liar",monicasweet2006
Tue May 07 13:30:16 +0000 2024,0,RT @mini_bubbly: Pierre Poilievre doesn’t have anything nice to say. The Conservative leader is toxic and it’s infecting public discourse h…,monicasweet2006
Tue May 07 13:29:51 +0000 2024,0,"RT @BerlinskyJohn: Opioid death rates are similar in BC and Alberta, accounting for 55% of Canadian opioid deaths despite having only 25% o…",monicasweet2006
Tue May 07 13:29:38 +0000 2024,0,RT @taradublinrocks: Donald Trump has to go back to court today because he’s a traitorous criminal fraud who committed election interferenc…,monicasweet2006
Tue May 07 13:26:22 +0000 2024,0,RT @TonyMichaelsPod: #stopproject2025 https://t.co/hOZlIpdl0C,monicasweet2006
Tue May 07 13:26:16 +0000 2024,0,"RT @AshleyFoxRPN: Are you sure? 
Because not even a year ago you were blaming nurses for being on vacation resulting in ER closures. 
Remem…",monicasweet2006
Tue May 07 13:24:12 +0000 2024,0,"RT @rcpulsinelli: @monicasweet2006 @Ray_P45 Good riddance. Should have picked off a few more. How ‘bout the “Qanon Shaman”? 

https://t.co/…",monicasweet2006
Tue May 07 13:23:28 +0000 2024,0,RT @AKBrews: Me dragging myself out of bed this morning: https://t.co/tRIQ3j353E,monicasweet2006
Tue May 07 13:22:45 +0000 2024,0,"RT @mini_bubbly: Why the UCP Is a Threat to Democracy

Political scientist Jared Wesley makes the case. And explains how Albertans should p…",monicasweet2006
Tue May 07 13:22:03 +0000 2024,0,RT @Peatches66: This 🐷 was suspended on his main for harassment. Please report and 86 he’s a democrap not a democrat.,monicasweet2006
